company,code,listing_date
제노레이,122310,2018-05-28
세종메디칼,258830,2018-05-29
카나리아바이오,016790,2018-06-01
파워넷,037030,2018-06-07
카이노스메드,284620,2018-06-08
HDC현대산업개발,294870,2018-06-12
에스엠비나,299670,2018-06-25
EDGC,245620,2018-06-26
이리츠코크렙,088260,2018-06-27
지앤이헬스케어,299480,2018-06-29
엘리비젼,276240,2018-07-05
SV인베스트먼트,289080,2018-07-06
아이큐어,175250,2018-07-12
효성화학,298000,2018-07-13
테크트랜스,258050,2018-07-13
효성첨단소재,298050,2018-07-13
효성중공업,298040,2018-07-13
효성티앤씨,298020,2018-07-13
올릭스,226950,2018-07-18
알로이스,297570,2018-07-20
그리티,204020,2018-07-23
한국유니온제약,080720,2018-07-26
한국유니온제약,080720,2018-07-26
롯데정보통신,286940,2018-07-27
티웨이항공,091810,2018-08-01
휴네시온,290270,2018-08-02
한일시멘트,300720,2018-08-06
에스에스알,275630,2018-08-06
디아이티,110990,2018-08-07
신한알파리츠,293940,2018-08-08
대유,290380,2018-08-10
더콘텐츠온,302920,2018-08-13
바이오솔루션,086820,2018-08-20
에이피티씨,089970,2018-08-23
오파스넷,173130,2018-08-24
액트로,290740,2018-08-28
지니틱스,303030,2018-08-30
디지캡,197140,2018-09-07
엔솔바이오사이언스,140610,2018-09-10
엔피,291230,2018-09-13
명성티엔에스,257370,2018-09-13
우진아이엔에스,010400,2018-09-14
지티지웰니스,219750,2018-09-21
더블유에스아이,299170,2018-09-21
크리스에프앤씨,110790,2018-10-01
하나제약,293480,2018-10-02
나우IB,293580,2018-10-04
푸드나무,290720,2018-10-04
세아제강,306200,2018-10-05
에스퓨얼셀,288620,2018-10-15
로보티즈,108490,2018-10-26
옵티팜,153710,2018-10-26
네온테크,306620,2018-10-31
엘앤씨바이오,290650,2018-11-01
노바텍,285490,2018-11-02
대보마그네틱,290670,2018-11-06
셀리버리,268600,2018-11-09
노바렉스,194700,2018-11-14
에이치앤비디자인,227100,2018-11-15
디케이앤디,263020,2018-11-20
파멥신,208340,2018-11-21
아주IB투자,027360,2018-11-21
디알젬,263690,2018-11-22
싸이토젠,217330,2018-11-22
나라소프트,288490,2018-11-23
아시아나IDT,267850,2018-11-23
네오펙트,290660,2018-11-28
에이펙스인텍,207490,2018-11-28
티앤알바이오팹,246710,2018-11-28
엠아이텍,179290,2018-11-29
남화산업,111710,2018-11-29
티로보틱스,117730,2018-11-29
윙입푸드,900340,2018-11-30
베스파,299910,2018-12-03
원바이오젠,307280,2018-12-05
에코캡,128540,2018-12-05
대유에이피,290120,2018-12-07
이노메트리,302430,2018-12-12
비투엔,307870,2018-12-12
뉴트리,270870,2018-12-13
전진바이오팜,110020,2018-12-14
머큐리,100590,2018-12-14
에이비엘바이오,298380,2018-12-19
국전약품,307750,2018-12-19
오하임아이엔티,309930,2018-12-20
디와이씨,310870,2018-12-20
위지윅스튜디오,299900,2018-12-20
애니플러스,310200,2018-12-21
테크엔,308700,2018-12-21
아이엘사이언스,307180,2018-12-21
디케이티,290550,2018-12-21
유틸렉스,263050,2018-12-24
비피도,238200,2018-12-26
비피도,238200,2018-12-26
에어부산,298690,2018-12-27
엘에이티,311060,2018-12-28
웹케시,053580,2019-01-25
노랑풍선,104620,2019-01-30
이노테라피,246960,2019-02-01
천보,278280,2019-02-11
우리금융지주,316140,2019-02-13
셀리드,299660,2019-02-20
에코프로비엠,247540,2019-03-05
더블유게임즈,192080,2019-03-12
드림텍,192650,2019-03-14
미래에셋벤처투자,100790,2019-03-15
이지케어텍,099750,2019-03-22
지노믹트리,228760,2019-03-27
현대오토에버,307950,2019-03-28
아모그린텍,125210,2019-03-29
이노벡스,279060,2019-04-12
TS트릴리온,317240,2019-04-29
현대무벡스,319400,2019-05-08
피에스케이,319660,2019-05-10
다원넥스뷰,323350,2019-05-21
컴퍼니케이,307930,2019-05-23
수젠텍,253840,2019-05-28
포스코퓨처엠,003670,2019-05-29
코퍼스코리아,322780,2019-05-31
프로이천,321260,2019-05-31
마이크로디지탈,305090,2019-06-05
까스텔바작,308100,2019-06-10
압타바이오,293780,2019-06-12
엠에프엠코리아,323230,2019-06-19
태성,323280,2019-06-24
에이에프더블류,312610,2019-07-01
펌텍코리아,251970,2019-07-04
펨토바이오메드,327610,2019-07-10
아이스크림에듀,289010,2019-07-11
헥토파이낸셜,234340,2019-07-12
플리토,300080,2019-07-17
에이스토리,241840,2019-07-19
대모,317850,2019-07-24
윌링스,313760,2019-07-25
세경하이테크,148150,2019-07-30
KBG,318000,2019-08-01
엑스페릭스,317770,2019-08-01
덕산테코피아,317330,2019-08-02
코윈테크,282880,2019-08-05
그린플러스,186230,2019-08-07
레이,228670,2019-08-08
에스피시스템스,317830,2019-08-14
나노브릭,286750,2019-08-19
솔트웨어,328380,2019-08-20
마니커에프앤지,195500,2019-08-20
네오크레마,311390,2019-08-22
아퓨어스,149300,2019-09-03
한독크린텍,256150,2019-09-05
라닉스,317120,2019-09-18
윈텍,320000,2019-09-18
올리패스,244460,2019-09-20
엔지브이아이,093510,2019-09-30
엔지브이아이,093510,2019-09-30
포커스에이치엔에스,331380,2019-10-02
누보,332290,2019-10-11
녹십자웰빙,234690,2019-10-14
아톤,158430,2019-10-17
두산퓨얼셀,336260,2019-10-18
콘텐트리중앙,036420,2019-10-18
라온피플,300120,2019-10-18
솔루스첨단소재,336370,2019-10-18
팜스빌,318010,2019-10-22
엔바이오니아,317870,2019-10-24
케이엔제이,272110,2019-10-25
한국미라클피플사,331660,2019-10-28
밸로프,331520,2019-10-29
캐리소프트,317530,2019-10-29
지누스,013890,2019-10-30
롯데리츠,330590,2019-10-30
티라유텍,322180,2019-10-31
모코엠시스,333050,2019-10-31
미디어젠,279600,2019-11-05
자이에스앤디,317400,2019-11-06
일승,333430,2019-11-06
아이티엠반도체,084850,2019-11-07
라파스,214260,2019-11-11
한화시스템,272210,2019-11-13
제테마,216080,2019-11-14
제테마,216080,2019-11-14
에스제이그룹,306040,2019-11-18
HD현대에너지솔루션,322000,2019-11-19
우양,103840,2019-11-20
코리아에셋투자증권,190650,2019-11-20
씨에스베어링,297090,2019-11-21
티움바이오,321550,2019-11-22
씨티알모빌리티,308170,2019-11-25
HLB바이오스텝,278650,2019-11-27
웨이버스,336060,2019-11-28
유엑스엔,337840,2019-11-28
진코스텍,250030,2019-11-29
타스컴,336040,2019-12-02
비올,335890,2019-12-03
NH프라임리츠,338100,2019-12-05
노드메이슨,317860,2019-12-06
리메드,302550,2019-12-06
윙스풋,335870,2019-12-09
태웅로직스,124560,2019-12-10
제이엘케이,322510,2019-12-11
신테카바이오,226330,2019-12-17
원텍,336570,2019-12-19
다보링크,340360,2019-12-19
메드팩토,235980,2019-12-19
브릿지바이오,288330,2019-12-20
아이비김영,339950,2019-12-24
RF머트리얼즈,327260,2019-12-24
CJ 바이오사이언스,311690,2019-12-26
피피아이,062970,2019-12-26
엔에스엠,238170,2019-12-26
이앤에치,341310,2019-12-27
세림B&G,340440,2019-12-27
케이씨씨글라스,344820,2020-01-21
위세아이텍,065370,2020-02-10
서남,294630,2020-02-20
레몬,294140,2020-02-28
켄코아에어로스페이스,274090,2020-03-03
제이앤티씨,204270,2020-03-04
서울바이오시스,092190,2020-03-06
플레이디,237820,2020-03-12
엔피디,198080,2020-03-16
HLB사이언스,343090,2020-04-24
대덕전자,353200,2020-05-21
드림씨아이에스,223250,2020-05-22
이지바이오,353810,2020-06-05
에스씨엠생명과학,298060,2020-06-17
휴럼,353190,2020-06-17
에스에이티이엔지,351320,2020-06-22
HB솔루션,297890,2020-06-22
무진메디,322970,2020-06-24
젠큐릭스,229000,2020-06-25
엠브레인,169330,2020-07-01
에스케이바이오팜,326030,2020-07-02
위더스제약,330350,2020-07-03
신도기연,290520,2020-07-06
소마젠,950200,2020-07-13
에이프로,262260,2020-07-16
이지스밸류플러스리츠,334890,2020-07-16
바이오인프라생명과학,266470,2020-07-22
티에스아이,277880,2020-07-22
솔트룩스,304100,2020-07-23
제놀루션,225220,2020-07-24
더네이쳐홀딩스,298540,2020-07-27
엠투아이,347890,2020-07-29
에코앤드림,101360,2020-07-30
와이팜,332570,2020-07-31
미래에셋맵스리츠,357250,2020-08-05
이지스레지던스리츠,350520,2020-08-05
이루다,164060,2020-08-06
솔브레인,357780,2020-08-06
제이알글로벌리츠,348950,2020-08-07
한국파마,032300,2020-08-10
영림원소프트랩,060850,2020-08-12
브랜드엑스코퍼레이션,337930,2020-08-13
데이드림엔터,348840,2020-08-18
미투젠,950190,2020-08-18
셀레믹스,331920,2020-08-21
아이디피,332370,2020-08-24
코람코에너지리츠,357120,2020-08-31
피엔케이피부임상연구센타,347740,2020-09-09
카카오게임즈,293490,2020-09-10
이오플로우,294090,2020-09-14
압타머사이언스,291650,2020-09-16
코스텍시스,355150,2020-09-18
핌스,347770,2020-09-18
비비씨,318410,2020-09-21
박셀바이오,323990,2020-09-22
티와이홀딩스,363280,2020-09-22
비나텍,126340,2020-09-23
씨엔알리서치,359090,2020-09-23
케이엔솔,053080,2020-09-24
넥스틴,348210,2020-10-08
하이브,352820,2020-10-15
피플바이오,304840,2020-10-19
미코바이오메드,214610,2020-10-22
원포유,122830,2020-10-23
바이브컴퍼니,301300,2020-10-28
센코,347000,2020-10-29
위드텍,348350,2020-10-30
소룩스,290690,2020-11-06
교촌에프앤비,339770,2020-11-12
네패스아크,330860,2020-11-17
고바이오랩,348150,2020-11-18
티앤엘,340570,2020-11-20
에이플러스에셋,244920,2020-11-20
하나기술,299030,2020-11-25
제일전기공업,199820,2020-11-26
엔에프씨,265740,2020-12-02
앱코,129890,2020-12-02
포인트모바일,318020,2020-12-03
클리노믹스,352770,2020-12-04
명신산업,009900,2020-12-07
퀀타매트릭스,317690,2020-12-09
DB금융스팩8호,367340,2020-12-09
엔젠바이오,354200,2020-12-10
씨엔티드림,286000,2020-12-11
인바이오,352940,2020-12-11
티엘비,356860,2020-12-14
에이치엠씨제5호스팩,353060,2020-12-16
에프앤가이드,064850,2020-12-17
알체라,347860,2020-12-21
하이딥,365590,2020-12-21
프리시젼바이오,335810,2020-12-22
블리츠웨이,369370,2020-12-23
ESR켄달스퀘어리츠,365550,2020-12-23
지놈앤컴퍼니,314130,2020-12-23
석경에이티,357550,2020-12-23
루트락,253610,2020-12-24
베른,322190,2020-12-29
나우코스,257990,2020-12-30
엔비티,236810,2021-01-21
파이버프로,368770,2021-01-21
DL이앤씨,375500,2021-01-25
선진뷰티사이언스,086710,2021-01-27
모비릭스,348030,2021-01-28
씨앤투스,352700,2021-01-28
핑거,163730,2021-01-29
솔루엠,248070,2021-02-02
레인보우로보틱스,277810,2021-02-03
와이더플래닛,321820,2021-02-03
신한제7호스팩,366330,2021-02-04
프레스티지바이오파마,950210,2021-02-05
아이퀘스트,262840,2021-02-05
모비데이즈,363260,2021-02-10
피엔에이치테크,239890,2021-02-16
오로스테크놀로지,322310,2021-02-24
씨이랩,189330,2021-02-24
유일에너테크,340930,2021-02-25
뷰노,338220,2021-02-26
하인크코리아,373200,2021-02-26
하나머스트7호스팩,372290,2021-03-05
나노씨엠에스,247660,2021-03-09
프레스티지바이오로직스,334970,2021-03-11
싸이버원,356890,2021-03-11
화승알앤에이,378850,2021-03-15
DB금융스팩9호,367360,2021-03-16
네오이뮨텍,950220,2021-03-16
바이오다인,314930,2021-03-17
SK바이오사이언스,302440,2021-03-18
라이프시맨틱스,347700,2021-03-23
제노코,361390,2021-03-24
자이언트스텝,289220,2021-03-24
엔시스,333620,2021-04-01
유안타제8호스팩,367480,2021-04-05
유진스팩6호,373340,2021-04-08
해성티피씨,059270,2021-04-21
이삭엔지니어링,351330,2021-04-21
쿠콘,294570,2021-04-28
하이제6호스팩,377400,2021-05-10
SK아이이테크놀로지,361610,2021-05-11
에이치피오,357230,2021-05-14
씨앤씨인터내셔널,352480,2021-05-17
샘씨엔에스,252990,2021-05-20
F&F,383220,2021-05-21
엔에이치스팩19호,380440,2021-05-21
삼영에스앤씨,361670,2021-05-21
삼성스팩4호,377630,2021-05-21
제주맥주,276730,2021-05-26
진시스템,363250,2021-05-26
LX홀딩스,383800,2021-05-27
에코프로에이치엔,383310,2021-05-28
에이디엠코리아,187660,2021-06-03
이성씨엔아이,379390,2021-06-04
LB루셈,376190,2021-06-11
삼성머스트스팩5호,380320,2021-06-17
라온테크,232680,2021-06-17
이노뎁,303530,2021-06-18
타임기술,318660,2021-06-24
아모센스,357580,2021-06-25
엠씨넥스,097520,2021-07-06
오비고,352910,2021-07-13
에스디바이오센서,137310,2021-07-16
큐라클,365270,2021-07-22
맥스트,377030,2021-07-27
에브리봇,270660,2021-07-28
한화플러스제2호스팩,386580,2021-08-05
카카오뱅크,323410,2021-08-06
HK이노엔,195940,2021-08-09
PI첨단소재,178920,2021-08-09
크래프톤,259960,2021-08-10
원티드랩,376980,2021-08-11
플래티어,367000,2021-08-12
엠로,058970,2021-08-13
딥노이드,315640,2021-08-17
한컴라이프케어,372910,2021-08-17
롯데렌탈,089860,2021-08-19
브레인즈컴퍼니,099390,2021-08-19
아주스틸,139990,2021-08-20
바이젠셀,308080,2021-08-25
디앤디플랫폼리츠,377190,2021-08-27
일진하이솔루스,271940,2021-09-01
라이콤,388790,2021-09-03
에이비온,203400,2021-09-08
와이엠텍,273640,2021-09-10
유진스팩7호,388800,2021-09-13
SK리츠,395400,2021-09-14
HD현대중공업,329180,2021-09-17
바이오플러스,099430,2021-09-27
신한제8호스팩,393360,2021-09-27
프롬바이오,377220,2021-09-28
에스앤디,260970,2021-09-29
실리콘투,257720,2021-09-29
엔에이치스팩20호,391060,2021-10-05
아스플로,159010,2021-10-07
원준,382840,2021-10-07
씨유테크,376290,2021-10-08
케이카,381970,2021-10-13
코닉오토메이션,391710,2021-10-15
지아이텍,382480,2021-10-21
젬,248020,2021-10-22
차백신연구소,261780,2021-10-22
아이패밀리에스씨,114840,2021-10-28
지앤비에스 에코,382800,2021-10-29
리파인,377450,2021-10-29
엔켐,348370,2021-11-01
피코그램,376180,2021-11-03
카카오페이,377300,2021-11-03
지니너스,389030,2021-11-08
디어유,376300,2021-11-10
비트나인,357880,2021-11-10
아이티아이즈,372800,2021-11-11
지오엘리먼트,311320,2021-11-11
트윔,290090,2021-11-17
NH올원리츠,400760,2021-11-18
바이옵트로,222160,2021-11-18
알비더블유,361570,2021-11-22
마음AI,377480,2021-11-23
SK스퀘어,402340,2021-11-29
켈스,402420,2021-11-30
미래에셋글로벌리츠,396690,2021-12-03
신한서부티엔디리츠,404990,2021-12-10
툴젠,199800,2021-12-10
제이엠멀티,254160,2021-12-13
라피치,403360,2021-12-14
우리벤처파트너스,298870,2021-12-16
하이제7호스팩,400840,2021-12-20
교보11호스팩,397880,2021-12-20
하나금융20호스팩,400560,2021-12-27
래몽래인,200350,2021-12-30
디비금융스팩10호,404950,2022-01-20
오토앤,353590,2022-01-20
코스텍시스템,169670,2022-01-21
애드바이오텍,179530,2022-01-24
케이옥션,102370,2022-01-24
애드바이오텍,179530,2022-01-24
LG에너지솔루션,373220,2022-01-27
스코넥,276040,2022-02-04
이지트로닉스,377330,2022-02-04
아셈스,136410,2022-02-07
나래나노텍,137080,2022-02-08
인카금융서비스,211050,2022-02-16
IBKS제17호스팩,405350,2022-02-18
한국제10호스팩,409570,2022-02-21
바이오에프디엔씨,251120,2022-02-21
퓨런티어,370090,2022-02-23
브이씨,365900,2022-02-24
하나금융21호스팩,406760,2022-02-25
스톤브릿지벤처스,330730,2022-02-25
풍원정밀,371950,2022-02-28
노을,376930,2022-03-03
비씨엔씨,146320,2022-03-03
메쎄이상,408920,2022-03-07
모아데이타,288980,2022-03-10
유일로보틱스,388720,2022-03-18
공구우먼,366030,2022-03-23
세아메카닉스,396300,2022-03-24
코람코더원리츠,417310,2022-03-28
유진스팩8호,413630,2022-03-31
지투파워,388050,2022-04-01
키움제6호스팩,413600,2022-04-07
미래에셋비전스팩1호,412930,2022-04-21
신한제9호스팩,405640,2022-04-27
포바이포,389140,2022-04-28
신영스팩7호,419270,2022-04-28
상상인제3호스팩,415580,2022-04-29
대명에너지,389260,2022-05-16
가온칩스,399720,2022-05-20
하나금융22호스팩,418170,2022-05-26
마스턴프리미어리츠,357430,2022-05-31
청담글로벌,362320,2022-06-03
코나솔,176590,2022-06-15
범한퓨얼셀,382900,2022-06-17
비플라이소프트,148780,2022-06-20
케이비제21호스팩,424140,2022-06-23
위니아에이드,377460,2022-06-23
레이저쎌,412350,2022-06-24
교보12호스팩,421800,2022-06-24
보로노이,310210,2022-06-24
엔에이치스팩23호,422040,2022-06-28
삼성스팩6호,425290,2022-06-30
넥스트칩,396270,2022-07-01
코난테크놀로지,402030,2022-07-07
와이씨켐,112290,2022-07-14
HPSP,403870,2022-07-15
바스칸바이오제약,354390,2022-07-20
루닛,328130,2022-07-21
벨로크,424760,2022-07-22
퓨쳐메디신,341170,2022-07-27
성일하이텍,365340,2022-07-28
에이프릴바이오,397030,2022-07-28
에이프릴바이오,397030,2022-07-28
신한제10호스팩,418210,2022-07-29
아이씨에이치,368600,2022-07-29
수산인더스트리,126720,2022-08-01
새빗켐,107600,2022-08-04
유안타제9호스팩,430700,2022-08-04
에이치와이티씨,148930,2022-08-09
쏘카,403550,2022-08-22
대성하이텍,129920,2022-08-22
신영스팩8호,430220,2022-08-26
IBKS제19호스팩,426550,2022-08-26
키움제7호스팩,433530,2022-09-07
하나금융23호스팩,427950,2022-09-15
케이비제22호스팩,436530,2022-09-22
오픈엣지테크놀로지,394280,2022-09-26
티엘엔지니어링,413300,2022-09-27
하나금융24호스팩,430230,2022-09-29
알피바이오,314140,2022-09-29
한화플러스제3호스팩,430460,2022-09-29
더블유씨피,393890,2022-09-30
선바이오,067370,2022-10-05
유안타제10호스팩,435380,2022-10-06
SK증권제8호스팩,435870,2022-10-06
KB스타리츠,432320,2022-10-06
파인엠텍,441270,2022-10-07
이노룰스,296640,2022-10-07
모델솔루션,417970,2022-10-07
오에스피,368970,2022-10-14
에스비비테크,389500,2022-10-17
탑머티리얼,360070,2022-10-18
비스토스,419540,2022-10-18
샤페론,378800,2022-10-19
하나금융25호스팩,435620,2022-10-20
엔에이치스팩24호,437780,2022-10-20
핀텔,291810,2022-10-20
한국제11호스팩,436610,2022-10-20
플라즈맵,405000,2022-10-21
탈로스,434190,2022-10-24
삼성스팩7호,439250,2022-10-26
산돌,419120,2022-10-27
저스템,417840,2022-10-28
IBKS제20호스팩,439730,2022-10-28
큐알티,405100,2022-11-02
교보13호스팩,440790,2022-11-02
케이비제23호스팩,440200,2022-11-03
LX세미콘,108320,2022-11-03
엔에이치스팩25호,438580,2022-11-03
제이아이테크,417500,2022-11-04
뉴로메카,348340,2022-11-04
디티앤씨알오,383930,2022-11-11
윤성에프앤씨,372170,2022-11-14
티쓰리,204610,2022-11-17
티에프이,425420,2022-11-17
유비온,084440,2022-11-18
엔젯,419080,2022-11-18
인벤티지랩,389470,2022-11-22
펨트론,168360,2022-11-24
유니드비티플러스,446070,2022-11-28
대신밸런스제13호스팩,438220,2022-11-28
에이아이더뉴트리진,311960,2022-11-29
아하,102950,2022-11-30
유진스팩9호,442130,2022-12-01
엔에이치스팩26호,439410,2022-12-01
대신밸런스제14호스팩,442310,2022-12-05
SAMG엔터,419530,2022-12-06
핑거스토리,417180,2022-12-08
엔에이치스팩27호,440820,2022-12-16
IBKS제21호스팩,442770,2022-12-16
애니메디솔루션,390110,2022-12-21
마이크로엔엑스,448780,2022-12-21
바이오노트,377740,2022-12-22
비엔케이제1호스팩,445360,2022-12-22
지에프씨생명과학,388610,2022-12-23
카이바이오텍,446600,2022-12-23
신스틸,162300,2022-12-23
신영스팩9호,445970,2022-12-27
아이오바이오,447690,2022-12-28
타이드,346010,2022-12-28
옵티코어,380540,2022-12-29
티이엠씨,425040,2023-01-19
한주라이트메탈,198940,2023-01-19
태양3C,052960,2023-01-26
태양3C,052960,2023-01-26
지슨,289860,2023-01-26
미래반도체,254490,2023-01-27
오브젠,417860,2023-01-30
코오롱모빌리티그룹,450140,2023-01-31
삼기이브이,419050,2023-02-03
스튜디오미르,408900,2023-02-07
꿈비,407400,2023-02-09
샌즈랩,411080,2023-02-15
제이오,418550,2023-02-16
화인써키트,127980,2023-02-17
이노진,344860,2023-02-20
미래에셋비전스팩2호,446190,2023-02-24
유안타제13호스팩,449020,2023-02-28
바이오인프라,199730,2023-03-02
삼성스팩8호,448740,2023-03-02
나노팀,417010,2023-03-03
자람테크놀로지,389020,2023-03-07
하나26호스팩,446750,2023-03-07
라온텍,418420,2023-03-09
엔에이치스팩28호,450410,2023-03-09
금양그린파워,282720,2023-03-13
미래에셋드림스팩1호,442900,2023-03-15
엑스게이트,356680,2023-03-16
유안타제12호스팩,446150,2023-03-17
한화리츠,451800,2023-03-27
LB인베스트먼트,309960,2023-03-29
지아이이노베이션,358570,2023-03-30
한화갤러리아,452260,2023-03-31
IBKS제22호스팩,448760,2023-04-06
하나27호스팩,448370,2023-04-06
미래에셋비전스팩3호,448830,2023-04-07
현대그린푸드,453340,2023-04-10
삼성FN리츠,448730,2023-04-10
노보믹스,283100,2023-04-19
SK오션플랜트,100090,2023-04-19
셀바이오휴먼텍,318160,2023-04-20
마이크로투나노,424980,2023-04-26
토마토시스템,393210,2023-04-27
슈어소프트테크,298830,2023-04-28
에스바이오메딕스,304360,2023-05-04
삼미금속,012210,2023-05-16
트루엔,417790,2023-05-17
키움제8호스팩,446840,2023-05-17
큐라켐,456190,2023-05-18
모니터랩,434480,2023-05-19
씨유박스,340810,2023-05-19
팸텍,271830,2023-05-23
기가비스,420770,2023-05-24
OCI,456040,2023-05-30
이수스페셜티케미컬,457190,2023-05-31
진영,285800,2023-06-01
나라셀라,405920,2023-06-02
마녀공장,439090,2023-06-08
큐라티스,348080,2023-06-15
동국제강,460860,2023-06-16
프로테옴텍,303360,2023-06-16
동국씨엠,460850,2023-06-16
가이아코퍼레이션,296520,2023-06-20
비에이치,090460,2023-06-20
하이제8호스팩,450050,2023-06-22
엔에이치스팩29호,451700,2023-06-23
KB제25호스팩,455250,2023-06-23
하나29호스팩,454640,2023-06-28
시큐센,232830,2023-06-29
